city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
0.762,'Male','Has relevent experience','Part time course','Graduate','STEM',9,'100-500','Pvt Ltd',1,3,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',17,'100-500','Pvt Ltd',1,6,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','Humanities',14,'100-500','Pvt Ltd',4,13,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',4,'100-500','Pvt Ltd',1,57,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',15,'100-500','Pvt Ltd',2,62,0
0.767,'Male','Has relevent experience','no_enrollment','Masters','STEM',18,'100-500','Pvt Ltd',1,54,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',3,'100-500','Funded Startup',1,226,0
0.92,'Male','No relevent experience','no_enrollment','Graduate','STEM',3,'100-500','Public Sector',2,8,0
0.624,'Male','Has relevent experience','no_enrollment','Masters','STEM',5,'100-500','Pvt Ltd',1,14,0
0.893,'Male','Has relevent experience','Full time course','Graduate','STEM',10,'100-500','Public Sector',1,155,0
0.92,'Male','Has relevent experience','no_enrollment','Masters','STEM',13,'100-500','Pvt Ltd',4,2,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',10,'100-500','Pvt Ltd',2,57,0
0.897,'Male','Has relevent experience','no_enrollment','Masters','STEM',11,'100-500','Funded Startup',1,48,0
0.698,'Male','Has relevent experience','Part time course','Graduate','STEM',7,'100-500','Pvt Ltd',1,306,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',17,'100-500','Pvt Ltd',4,67,0
0.624,'Male','Has relevent experience','no_enrollment','Masters','STEM',16,'100-500','Pvt Ltd',1,146,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',14,'100-500','Pvt Ltd',2,226,0
0.624,'Male','Has relevent experience','Full time course','Masters','STEM',2,'100-500','Pvt Ltd',1,13,0
0.893,'Male','Has relevent experience','Part time course','Graduate','STEM',15,'100-500','Pvt Ltd',3,99,0
0.624,'Male','No relevent experience','no_enrollment','Masters','STEM',2,'100-500','Pvt Ltd',2,214,0
0.92,'Male','Has relevent experience','no_enrollment','Masters','STEM',14,'100-500','Pvt Ltd',3,81,0
0.754,'Male','Has relevent experience','no_enrollment','Graduate','STEM',8,'100-500','Pvt Ltd',2,102,0
0.855,'Male','Has relevent experience','no_enrollment','Graduate','STEM',15,'100-500','NGO',1,21,0
0.895,'Male','Has relevent experience','no_enrollment','Masters','STEM',15,'100-500','Public Sector',1,4,0
0.926,'Male','Has relevent experience','no_enrollment','Graduate','STEM',12,'100-500','Pvt Ltd',2,92,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',15,'100-500','Pvt Ltd',4,10,0
0.92,'Male','No relevent experience','Full time course','Graduate','STEM',10,'100-500','NGO',1,167,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',4,'100-500','Pvt Ltd',1,56,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',10,'100-500','Pvt Ltd',2,262,0
0.624,'Male','Has relevent experience','no_enrollment','Graduate','STEM',4,'100-500','Pvt Ltd',3,36,0
0.903,'Male','Has relevent experience','no_enrollment','Graduate','Humanities',9,'100-500','Pvt Ltd',1,79,0
0.89,'Male','Has relevent experience','no_enrollment','Graduate','STEM',17,'100-500','Pvt Ltd',1,96,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',7,'100-500','Pvt Ltd',4,22,0
0.92,'Male','Has relevent experience','Part time course','Masters','STEM',12,'100-500','Pvt Ltd',3,13,0
0.926,'Male','Has relevent experience','no_enrollment','Graduate','STEM',6,'100-500','Pvt Ltd',1,190,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',14,'100-500','Pvt Ltd',1,11,0
0.91,'Male','Has relevent experience','no_enrollment','Graduate','STEM',5,'100-500','NGO',1,88,0
0.91,'Male','Has relevent experience','no_enrollment','Graduate','STEM',5,'100-500','Pvt Ltd',1,55,0
0.855,'Male','Has relevent experience','no_enrollment','Graduate','STEM',10,'100-500','Pvt Ltd',1,57,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',14,'100-500','Pvt Ltd',1,334,0
0.926,'Male','Has relevent experience','Full time course','Graduate','STEM',6,'100-500','Funded Startup',1,116,0
0.727,'Male','Has relevent experience','no_enrollment','Graduate','STEM',6,'100-500','Pvt Ltd',1,37,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',16,'100-500','Funded Startup',1,226,0
0.91,'Male','Has relevent experience','no_enrollment','Graduate','STEM',9,'100-500','Pvt Ltd',4,37,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',2,'100-500','Pvt Ltd',2,178,0
0.624,'Male','Has relevent experience','no_enrollment','Masters','STEM',7,'100-500','Pvt Ltd',1,66,0
0.624,'Male','Has relevent experience','no_enrollment','Graduate','Other',4,'100-500','Funded Startup',2,127,0
0.92,'Male','Has relevent experience','no_enrollment','Masters','STEM',10,'100-500','Pvt Ltd',3,75,0
0.878,'Male','Has relevent experience','no_enrollment','Masters','STEM',15,'100-500','Pvt Ltd',1,60,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',17,'100-500','Pvt Ltd',2,106,0
0.897,'Male','Has relevent experience','no_enrollment','Masters','STEM',16,'100-500','Pvt Ltd',2,72,0
0.926,'Male','Has relevent experience','no_enrollment','Masters','STEM',15,'100-500','Pvt Ltd',2,268,0
0.884,'Male','Has relevent experience','Part time course','Graduate','STEM',5,'100-500','Public Sector',1,7,0
0.924,'Male','Has relevent experience','no_enrollment','Graduate','STEM',14,'100-500','Public Sector',2,107,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',4,'100-500','Pvt Ltd',1,34,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',5,'100-500','Pvt Ltd',1,140,0
0.762,'Male','Has relevent experience','no_enrollment','Graduate','STEM',9,'100-500','NGO',1,11,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',9,'100-500','Pvt Ltd',2,55,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','No Major',8,'100-500','NGO',1,51,0
0.754,'Male','Has relevent experience','no_enrollment','Graduate','STEM',10,'100-500','NGO',1,80,0
0.624,'Male','Has relevent experience','Full time course','Graduate','STEM',6,'100-500','Pvt Ltd',1,37,0
0.624,'Male','Has relevent experience','no_enrollment','Masters','STEM',3,'100-500','Pvt Ltd',2,61,0
0.92,'Male','Has relevent experience','no_enrollment','Masters','STEM',9,'100-500','Funded Startup',1,52,0
0.939,'Male','Has relevent experience','no_enrollment','Masters','STEM',10,'100-500','Pvt Ltd',1,35,0
0.926,'Male','Has relevent experience','no_enrollment','Masters','STEM',5,'100-500','Funded Startup',1,18,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',12,'100-500','Pvt Ltd',2,47,0
0.698,'Male','Has relevent experience','Full time course','Masters','STEM',12,'100-500','Pvt Ltd',1,33,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',14,'100-500','Public Sector',2,60,0
0.926,'Male','Has relevent experience','Part time course','Graduate','STEM',6,'100-500','Funded Startup',1,57,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',20,'100-500','Pvt Ltd',1,20,0
0.926,'Male','Has relevent experience','no_enrollment','Masters','STEM',18,'100-500','Pvt Ltd',1,18,0
0.897,'Male','Has relevent experience','no_enrollment','Masters','STEM',10,'100-500','Pvt Ltd',1,5,0
0.624,'Male','Has relevent experience','no_enrollment','Masters','STEM',10,'100-500','Pvt Ltd',4,4,0
0.913,'Male','Has relevent experience','no_enrollment','Masters','STEM',7,'100-500','Pvt Ltd',1,84,0
0.926,'Male','Has relevent experience','Part time course','Graduate','STEM',3,'100-500','Pvt Ltd',1,31,0
0.913,'Male','Has relevent experience','no_enrollment','Masters','STEM',16,'100-500','Pvt Ltd',2,17,0
0.92,'Male','Has relevent experience','Full time course','Graduate','STEM',4,'100-500','Pvt Ltd',2,80,0
0.92,'Male','Has relevent experience','no_enrollment','Masters','STEM',15,'100-500','Pvt Ltd',2,106,0
0.91,'Male','Has relevent experience','no_enrollment','Graduate','STEM',11,'100-500','Pvt Ltd',1,43,0
0.624,'Male','Has relevent experience','no_enrollment','Graduate','STEM',3,'100-500','Pvt Ltd',3,77,0
0.743,'Male','Has relevent experience','no_enrollment','Masters','STEM',12,'100-500','Pvt Ltd',2,182,0
0.92,'Male','Has relevent experience','no_enrollment','Masters','STEM',9,'100-500','Funded Startup',1,96,0
0.926,'Male','Has relevent experience','no_enrollment','Graduate','STEM',6,'100-500','Pvt Ltd',1,32,0
0.884,'Male','Has relevent experience','Part time course','Graduate','STEM',7,'100-500','Pvt Ltd',1,28,0
0.925,'Male','Has relevent experience','no_enrollment','Graduate','STEM',5,'100-500','Pvt Ltd',1,64,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',9,'100-500','Pvt Ltd',1,250,0
0.926,'Male','Has relevent experience','no_enrollment','Graduate','STEM',17,'100-500','Pvt Ltd',1,246,0
0.939,'Male','Has relevent experience','Part time course','Graduate','STEM',8,'100-500','Pvt Ltd',4,29,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',13,'100-500','Pvt Ltd',2,56,0
0.689,'Male','Has relevent experience','Full time course','Graduate','STEM',5,'100-500','NGO',4,18,0
0.899,'Male','Has relevent experience','no_enrollment','Masters','STEM',13,'100-500','Funded Startup',3,59,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',11,'100-500','Pvt Ltd',2,190,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',6,'100-500','Pvt Ltd',1,20,0
0.92,'Male','No relevent experience','no_enrollment','Graduate','Humanities',8,'100-500','Pvt Ltd',1,41,0
0.92,'Male','No relevent experience','no_enrollment','Graduate','STEM',3,'100-500','Public Sector',1,9,0
0.884,'Male','Has relevent experience','no_enrollment','Graduate','STEM',10,'100-500','Pvt Ltd',4,238,0
0.767,'Male','Has relevent experience','Part time course','Graduate','STEM',6,'100-500','Pvt Ltd',1,95,0
0.926,'Male','Has relevent experience','no_enrollment','Masters','STEM',13,'100-500','NGO',1,106,0
0.897,'Male','No relevent experience','Part time course','Graduate','STEM',4,'100-500','Pvt Ltd',1,123,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',19,'100-500','Pvt Ltd',4,18,0
0.915,'Male','No relevent experience','no_enrollment','Graduate','STEM',15,'100-500','Pvt Ltd',1,204,0
0.527,'Male','No relevent experience','Part time course','Graduate','STEM',10,'100-500','Funded Startup',1,57,0
0.55,'Male','Has relevent experience','no_enrollment','Graduate','STEM',14,'100-500','Pvt Ltd',2,107,0
0.926,'Male','Has relevent experience','no_enrollment','Masters','STEM',14,'100-500','Pvt Ltd',1,106,0
0.899,'Male','Has relevent experience','no_enrollment','Graduate','STEM',12,'100-500','Pvt Ltd',1,39,0
0.887,'Male','Has relevent experience','no_enrollment','Masters','STEM',8,'100-500','Pvt Ltd',3,70,0
0.727,'Male','Has relevent experience','no_enrollment','Graduate','STEM',5,'100-500','Pvt Ltd',1,43,0
0.939,'Male','Has relevent experience','no_enrollment','Graduate','STEM',19,'100-500','Pvt Ltd',2,218,0
0.897,'Male','Has relevent experience','Part time course','Graduate','STEM',6,'100-500','NGO',1,11,0
0.92,'Male','No relevent experience','no_enrollment','Graduate','STEM',7,'100-500','Pvt Ltd',1,32,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',7,'100-500','Pvt Ltd',1,74,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',7,'100-500','Pvt Ltd',2,90,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',8,'100-500','Pvt Ltd',3,72,0
0.91,'Male','No relevent experience','no_enrollment','Masters','STEM',3,'100-500','Pvt Ltd',1,94,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',6,'100-500','Pvt Ltd',1,100,0
0.91,'Male','No relevent experience','no_enrollment','Masters','Other',5,'100-500','Funded Startup',1,100,0
0.91,'Male','Has relevent experience','no_enrollment','Graduate','STEM',15,'100-500','Funded Startup',1,16,0
0.92,'Male','Has relevent experience','no_enrollment','Phd','STEM',15,'100-500','Funded Startup',2,56,0
0.624,'Male','Has relevent experience','Full time course','Masters','STEM',9,'100-500','Public Sector',2,48,0
0.689,'Male','Has relevent experience','no_enrollment','Graduate','STEM',4,'100-500','NGO',1,105,0
0.624,'Male','No relevent experience','no_enrollment','Graduate','STEM',5,'100-500','Pvt Ltd',1,160,0
0.897,'Male','Has relevent experience','Part time course','Graduate','STEM',4,'100-500','Pvt Ltd',3,40,0
0.479,'Male','Has relevent experience','Full time course','Graduate','STEM',2,'100-500','Other',1,43,0
0.896,'Male','Has relevent experience','no_enrollment','Graduate','STEM',11,'100-500','Pvt Ltd',1,67,0
0.624,'Male','Has relevent experience','Full time course','Masters','STEM',9,'100-500','Pvt Ltd',4,98,0
0.91,'Male','Has relevent experience','no_enrollment','Graduate','STEM',4,'100-500','Pvt Ltd',1,135,0
0.91,'Male','Has relevent experience','no_enrollment','Graduate','STEM',5,'100-500','Pvt Ltd',2,4,0
0.624,'Male','Has relevent experience','no_enrollment','Masters','STEM',8,'100-500','Pvt Ltd',1,72,0
0.827,'Male','Has relevent experience','no_enrollment','Masters','STEM',4,'100-500','NGO',4,48,0
0.743,'Male','Has relevent experience','no_enrollment','Graduate','STEM',12,'100-500','Pvt Ltd',1,6,0
0.847,'Male','No relevent experience','no_enrollment','Masters','STEM',4,'100-500','Public Sector',1,33,0
0.448,'Male','Has relevent experience','no_enrollment','Graduate','STEM',4,'100-500','Pvt Ltd',1,16,0
0.893,'Male','Has relevent experience','Part time course','Graduate','STEM',10,'100-500','Pvt Ltd',3,226,0
0.92,'Male','Has relevent experience','no_enrollment','Masters','STEM',1,'100-500','Pvt Ltd',1,22,0
0.926,'Male','Has relevent experience','no_enrollment','Graduate','STEM',20,'100-500','Pvt Ltd',3,84,0
0.925,'Male','Has relevent experience','Full time course','Graduate','STEM',9,'100-500','Public Sector',1,111,0
0.92,'Male','Has relevent experience','Full time course','Graduate','STEM',2,'100-500','NGO',1,34,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',3,'100-500','Pvt Ltd',1,98,0
0.804,'Male','Has relevent experience','no_enrollment','Graduate','STEM',17,'100-500','Pvt Ltd',1,16,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','Arts',9,'100-500','Other',4,16,0
0.794,'Male','Has relevent experience','Part time course','Graduate','STEM',4,'100-500','Pvt Ltd',3,39,0
0.897,'Male','Has relevent experience','no_enrollment','Graduate','STEM',13,'100-500','Pvt Ltd',1,31,0
0.624,'Male','Has relevent experience','no_enrollment','Graduate','STEM',4,'100-500','Pvt Ltd',2,12,0
0.91,'Male','Has relevent experience','no_enrollment','Graduate','STEM',14,'100-500','Pvt Ltd',1,156,0
0.866,'Male','Has relevent experience','no_enrollment','Graduate','STEM',12,'100-500','Early Stage Startup',3,62,0
0.92,'Male','Has relevent experience','no_enrollment','Masters','Business Degree',2,'100-500','Pvt Ltd',1,30,0
0.843,'Male','Has relevent experience','no_enrollment','Graduate','STEM',14,'100-500','Early Stage Startup',2,22,0
0.55,'Male','Has relevent experience','no_enrollment','Graduate','STEM',2,'100-500','Pvt Ltd',1,55,0
0.913,'Male','Has relevent experience','no_enrollment','Masters','STEM',4,'100-500','NGO',1,22,0
0.91,'Male','Has relevent experience','no_enrollment','Graduate','STEM',17,'100-500','Pvt Ltd',2,26,0
0.878,'Male','Has relevent experience','no_enrollment','Graduate','STEM',2,'100-500','Pvt Ltd',1,59,0
0.855,'Male','No relevent experience','Part time course','Graduate','STEM',4,'100-500','Pvt Ltd',1,78,0
0.727,'Male','Has relevent experience','Full time course','Graduate','STEM',4,'100-500','Public Sector',1,31,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',8,'100-500','Pvt Ltd',3,86,0
0.78,'Male','Has relevent experience','no_enrollment','Graduate','STEM',6,'100-500','Pvt Ltd',2,165,0
0.698,'Male','Has relevent experience','Part time course','Masters','Business Degree',2,'100-500','Pvt Ltd',1,134,0
0.925,'Male','Has relevent experience','Full time course','Graduate','STEM',17,'100-500','Pvt Ltd',1,48,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',15,'100-500','Pvt Ltd',3,61,0
0.55,'Male','Has relevent experience','no_enrollment','Masters','STEM',15,'100-500','Pvt Ltd',3,9,0
0.91,'Male','Has relevent experience','no_enrollment','Masters','STEM',8,'100-500','Pvt Ltd',1,10,0
0.624,'Male','Has relevent experience','Full time course','Graduate','STEM',4,'100-500','Pvt Ltd',2,43,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',14,'100-500','Pvt Ltd',1,30,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',2,'100-500','Pvt Ltd',1,312,0
0.776,'Male','Has relevent experience','no_enrollment','Masters','STEM',10,'100-500','Pvt Ltd',1,22,0
0.92,'Male','Has relevent experience','no_enrollment','Masters','STEM',11,'100-500','Pvt Ltd',1,6,0
0.926,'Male','Has relevent experience','no_enrollment','Masters','STEM',18,'100-500','Pvt Ltd',2,12,0
0.878,'Male','Has relevent experience','no_enrollment','Graduate','STEM',8,'100-500','Pvt Ltd',2,90,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',19,'100-500','NGO',1,50,0
0.804,'Male','Has relevent experience','no_enrollment','Masters','STEM',13,'100-500','Pvt Ltd',1,21,0
0.92,'Male','Has relevent experience','no_enrollment','Masters','STEM',15,'100-500','Pvt Ltd',1,19,0
0.926,'Male','Has relevent experience','no_enrollment','Masters','STEM',7,'100-500','Pvt Ltd',1,11,0
0.855,'Male','Has relevent experience','Full time course','Graduate','STEM',12,'100-500','Pvt Ltd',4,100,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',14,'100-500','Pvt Ltd',1,50,0
0.91,'Male','Has relevent experience','no_enrollment','Masters','STEM',7,'100-500','NGO',1,74,0
0.722,'Male','Has relevent experience','no_enrollment','Graduate','STEM',14,'100-500','Pvt Ltd',4,4,0
0.754,'Male','Has relevent experience','Part time course','Masters','STEM',3,'100-500','Pvt Ltd',2,69,0
0.91,'Male','Has relevent experience','no_enrollment','Graduate','STEM',12,'100-500','Pvt Ltd',4,89,0
0.949,'Male','Has relevent experience','no_enrollment','Masters','STEM',9,'100-500','Pvt Ltd',2,29,0
0.624,'Male','Has relevent experience','Full time course','Graduate','STEM',16,'100-500','Pvt Ltd',2,35,0
0.897,'Male','Has relevent experience','no_enrollment','Masters','STEM',7,'100-500','Pvt Ltd',2,80,0
0.91,'Male','Has relevent experience','no_enrollment','Graduate','STEM',5,'100-500','Pvt Ltd',1,101,0
0.624,'Male','Has relevent experience','no_enrollment','Graduate','STEM',9,'100-500','Pvt Ltd',1,44,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',8,'100-500','Pvt Ltd',1,34,0
0.666,'Male','Has relevent experience','no_enrollment','Graduate','STEM',16,'100-500','Pvt Ltd',2,37,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',10,'100-500','Pvt Ltd',2,15,0
0.767,'Male','Has relevent experience','no_enrollment','Masters','STEM',13,'100-500','Public Sector',2,12,0
0.939,'Male','Has relevent experience','no_enrollment','Masters','STEM',9,'100-500','Pvt Ltd',1,94,0
0.64,'Male','No relevent experience','no_enrollment','Graduate','STEM',12,'100-500','Pvt Ltd',1,28,0
0.666,'Male','Has relevent experience','no_enrollment','Graduate','STEM',14,'100-500','Pvt Ltd',2,190,0
0.866,'Male','Has relevent experience','no_enrollment','Graduate','STEM',17,'100-500','Pvt Ltd',1,24,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',18,'100-500','Funded Startup',1,42,0
0.855,'Male','Has relevent experience','no_enrollment','Masters','STEM',10,'100-500','Pvt Ltd',1,17,0
0.624,'Male','Has relevent experience','no_enrollment','Graduate','STEM',4,'100-500','NGO',1,26,0
0.924,'Male','Has relevent experience','no_enrollment','Graduate','STEM',10,'100-500','Pvt Ltd',1,54,0
0.92,'Male','Has relevent experience','no_enrollment','Masters','STEM',10,'100-500','Pvt Ltd',2,64,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',10,'100-500','Pvt Ltd',3,258,0
0.884,'Male','Has relevent experience','no_enrollment','Masters','STEM',11,'100-500','Pvt Ltd',1,106,0
0.913,'Male','Has relevent experience','no_enrollment','Masters','STEM',16,'100-500','Pvt Ltd',2,80,0
0.92,'Male','Has relevent experience','Full time course','Graduate','STEM',14,'100-500','NGO',1,47,0
0.92,'Male','No relevent experience','Full time course','Graduate','STEM',10,'100-500','Public Sector',1,4,0
0.91,'Male','Has relevent experience','no_enrollment','Masters','STEM',19,'100-500','Funded Startup',1,60,0
0.91,'Male','Has relevent experience','no_enrollment','Masters','STEM',14,'100-500','Pvt Ltd',1,33,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',9,'100-500','Pvt Ltd',3,43,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',10,'100-500','Pvt Ltd',2,24,0
0.804,'Male','Has relevent experience','no_enrollment','Graduate','STEM',10,'100-500','Pvt Ltd',1,60,0
0.91,'Male','Has relevent experience','Full time course','Graduate','STEM',8,'100-500','Funded Startup',2,262,0
0.624,'Male','No relevent experience','Full time course','Graduate','STEM',7,'100-500','Funded Startup',1,110,0
0.698,'Male','Has relevent experience','no_enrollment','Graduate','STEM',14,'100-500','Public Sector',3,238,0
0.804,'Male','No relevent experience','no_enrollment','Graduate','STEM',4,'100-500','Pvt Ltd',1,19,0
0.624,'Male','Has relevent experience','no_enrollment','Masters','STEM',3,'100-500','Funded Startup',1,36,0
0.924,'Male','Has relevent experience','no_enrollment','Graduate','STEM',10,'100-500','Pvt Ltd',4,114,0
0.766,'Male','Has relevent experience','no_enrollment','Graduate','STEM',2,'100-500','Pvt Ltd',1,46,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',13,'100-500','Pvt Ltd',2,64,0
0.91,'Male','Has relevent experience','no_enrollment','Graduate','STEM',2,'100-500','Pvt Ltd',1,102,0
0.55,'Male','Has relevent experience','no_enrollment','Graduate','STEM',7,'100-500','Pvt Ltd',1,5,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',5,'100-500','Public Sector',1,168,0
0.897,'Male','Has relevent experience','no_enrollment','Masters','STEM',10,'100-500','Funded Startup',1,69,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',11,'100-500','Pvt Ltd',1,53,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',15,'100-500','Pvt Ltd',4,266,0
0.579,'Male','No relevent experience','no_enrollment','Graduate','Other',6,'100-500','Pvt Ltd',2,5,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',19,'100-500','Pvt Ltd',1,88,0
0.903,'Male','Has relevent experience','no_enrollment','Masters','STEM',8,'100-500','Pvt Ltd',3,55,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','Humanities',9,'100-500','Funded Startup',4,36,0
0.926,'Male','Has relevent experience','no_enrollment','Masters','STEM',13,'100-500','Pvt Ltd',3,28,0
0.555,'Male','Has relevent experience','no_enrollment','Graduate','Arts',2,'100-500','Early Stage Startup',1,20,0
0.925,'Male','No relevent experience','no_enrollment','Masters','STEM',13,'100-500','Funded Startup',1,292,0
0.789,'Male','Has relevent experience','no_enrollment','Graduate','STEM',10,'100-500','Public Sector',1,4,0
0.847,'Male','No relevent experience','Full time course','Graduate','STEM',5,'100-500','Pvt Ltd',1,13,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',15,'100-500','Pvt Ltd',2,55,0
0.913,'Male','Has relevent experience','no_enrollment','Graduate','STEM',19,'100-500','NGO',2,138,0
0.804,'Male','Has relevent experience','no_enrollment','Masters','Business Degree',8,'100-500','Pvt Ltd',1,78,0
0.624,'Male','Has relevent experience','no_enrollment','Graduate','STEM',5,'100-500','Pvt Ltd',4,28,0
0.722,'Male','Has relevent experience','no_enrollment','Masters','STEM',2,'100-500','Pvt Ltd',1,14,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',1,'100-500','Pvt Ltd',1,34,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',13,'100-500','Pvt Ltd',1,32,0
0.769,'Male','Has relevent experience','Full time course','Graduate','STEM',8,'100-500','Pvt Ltd',1,5,0
0.92,'Male','Has relevent experience','no_enrollment','Masters','STEM',17,'100-500','Pvt Ltd',2,84,0
0.893,'Male','Has relevent experience','no_enrollment','Graduate','STEM',20,'100-500','Public Sector',1,96,0
0.698,'Male','Has relevent experience','no_enrollment','Graduate','STEM',7,'100-500','Pvt Ltd',1,20,0
0.897,'Male','Has relevent experience','no_enrollment','Masters','STEM',8,'100-500','Pvt Ltd',1,143,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','Business Degree',2,'100-500','Pvt Ltd',1,54,0
0.762,'Male','Has relevent experience','no_enrollment','Masters','STEM',17,'100-500','Pvt Ltd',2,18,0
0.89,'Male','Has relevent experience','no_enrollment','Masters','STEM',9,'100-500','Pvt Ltd',2,26,0
0.92,'Male','Has relevent experience','no_enrollment','Graduate','STEM',9,'100-500','Pvt Ltd',1,16,0
0.92,'Other','No relevent experience','no_enrollment','Masters','STEM',4,'100-500','Pvt Ltd',2,29,0
0.926,'Other','Has relevent experience','no_enrollment','Graduate','STEM',16,'100-500','Funded Startup',1,86,0
0.92,'Other','Has relevent experience','no_enrollment','Graduate','Humanities',12,'100-500','NGO',1,7,0
0.866,'Other','Has relevent experience','no_enrollment','Graduate','STEM',15,'100-500','Pvt Ltd',1,24,0
0.92,'Other','Has relevent experience','no_enrollment','Graduate','STEM',7,'100-500','Pvt Ltd',2,22,0
0.923,'Other','Has relevent experience','no_enrollment','Masters','STEM',5,'100-500','Pvt Ltd',1,178,0
0.624,'Female','Has relevent experience','no_enrollment','Graduate','Other',8,'5000-9999','Pvt Ltd',2,34,0
0.92,'Female','Has relevent experience','Full time course','Graduate','STEM',4,'5000-9999','Pvt Ltd',1,7,0
0.92,'Female','Has relevent experience','no_enrollment','Phd','STEM',13,'5000-9999','Pvt Ltd',1,11,0
0.92,'Female','Has relevent experience','no_enrollment','Graduate','STEM',11,'5000-9999','Pvt Ltd',1,110,0
0.624,'Female','Has relevent experience','no_enrollment','Graduate','STEM',8,'5000-9999','Pvt Ltd',2,66,0
0.923,'Female','Has relevent experience','no_enrollment','Graduate','STEM',5,'5000-9999','Pvt Ltd',1,54,0
0.926,'Female','No relevent experience','Full time course','Graduate','STEM',5,'5000-9999','Public Sector',1,110,0
0.738,'Female','No relevent experience','no_enrollment','Phd','STEM',2,'5000-9999','Pvt Ltd',1,12,0
0.92,'Female','Has relevent experience','no_enrollment','Masters','STEM',6,'5000-9999','Pvt Ltd',1,16,0
0.74,'Female','Has relevent experience','no_enrollment','Masters','STEM',10,'5000-9999','Pvt Ltd',4,126,0
0.92,'Female','Has relevent experience','no_enrollment','Masters','STEM',20,'5000-9999','Pvt Ltd',1,25,0
0.92,'Female','Has relevent experience','no_enrollment','Graduate','STEM',12,'5000-9999','Pvt Ltd',4,54,0
0.923,'Female','Has relevent experience','no_enrollment','Phd','STEM',11,'5000-9999','Pvt Ltd',1,54,0
0.827,'Female','Has relevent experience','no_enrollment','Graduate','Arts',11,'5000-9999','Pvt Ltd',1,83,0
0.92,'Female','Has relevent experience','no_enrollment','Masters','Arts',5,'5000-9999','Public Sector',1,30,0
